Content,Video title,Video publish time,Duration,Impressions,Impressions click-through rate (%),Average views per viewer,New viewers,Subscribers gained,Subscribers lost,Likes,Shares,Comments added,Views,Watch time (hours),Average view duration,Year,Month,Day,Day_of_Week,Hour,Duration_seconds,Performance Cluster,Performance Label
eMH9rjI1U6c,Leonora - SUGARCANE (Cover By: Jay Halasan),2023-05-20,231.0,7583,6.12,,,0,0,21,6,3,575,8.7498,0:00:54,2023,5,20,Saturday,0,0.0,0,Low
iCHON2j4RV8,Nightcore-Gunita by SUGARCANE #nightcore #sugarcane #gunita,2022-10-24,274.0,7543,6.63,,,0,0,17,12,2,961,33.834,0:02:06,2022,10,24,Monday,0,0.0,0,Low
jhwhcXiS5ao,leonora remix,2023-08-02,233.0,7427,14.06,,,0,0,17,24,0,1524,38.2573,0:01:30,2023,8,2,Wednesday,0,0.0,0,Low
gUuZ_Asu5Ig,Bituin (Live) | from Puhon by Ben&Ben: An FB Live Event For The COVID-19 Efforts,2020-04-04,197.0,7348,5.14,,,8,0,33,3,6,540,18.4927,0:02:03,2020,4,4,Saturday,0,0.0,0,Low
S1J_bLWU_4w,KUNG MAGING AKIN KA - SUGARCANE (LYRICS) Gino.Lyrics,2021-10-23,252.0,7210,6.32,,,0,0,13,19,0,1023,44.9121,0:02:38,2021,10,23,Saturday,0,0.0,0,Low
qs3XNrNZp3g,"SUGARCANE — Paruparo, (sped up)",2022-11-19,269.0,6969,6.21,,,0,0,12,16,2,688,28.608,0:02:29,2022,11,19,Saturday,0,0.0,0,Low
cttHl_y5_f0,Rochelle first anniversary nila #shortvideos #love #teamrochelle,2025-03-27,7.0,6775,4.56,,,0,0,724,8,4,8418,28.1622,0:00:13,2025,3,27,Thursday,0,0.0,0,Low
kO9pyrJJjbM,Leonora - Sugarcane #lyrics #filipinosinger #songs #music #tagalogsong #sugarcane,2024-06-06,38.0,6678,0.54,,,0,0,3,0,0,229,1.1995,0:00:26,2024,6,6,Thursday,0,0.0,0,Low
BUQ-8QlAdU4,Sugarcane - Gabi (Karaoke),2022-03-02,228.0,6613,13.73,,,0,0,7,5,0,1100,44.899,0:02:26,2022,3,2,Wednesday,0,0.0,0,Low
jEYF9mHz3IQ,Malay Dyosa Nga Yung Ganda Ni Mikha ....,2025-03-10,38.0,6490,2.39,,,0,0,43,0,0,640,2.7589,0:00:15,2025,3,10,Monday,0,0.0,0,Low
Y_uu78IA5Jw,"Communal Ranch, Impasug-ong Bukidnon, Philippines #bukidnon #communalranch #philippines #travel",2024-01-11,16.0,6372,2.61,,,0,0,9,6,0,432,1.4915,0:00:14,2024,1,11,Thursday,0,0.0,0,Low
QkUWqoJ4Hvc,"BUKAS NA, 8PM!",2021-07-30,27.0,6341,1.07,,,0,0,16,1,3,136,0.6342,0:00:16,2021,7,30,Friday,0,0.0,0,Low
d7tgBM4bbAc,Kung Maging Akin Ka- SUGARCANE (lyric Video),2022-08-31,255.0,6287,3.82,,,0,0,3,5,0,514,20.0512,0:02:20,2022,8,31,Wednesday,0,0.0,0,Low
4IuUQQH0uek,Marlo Mortel and Janella Salvador aka MarNella #abscbn #marnella #marlomortel #janellasalvador #fyp,2024-10-05,12.0,6236,2.6,,,0,0,48,2,0,371,1.3039,0:00:14,2024,10,5,Saturday,0,0.0,0,Low
zsQw4Q1oShE,Leonora by Sugarcane (Wooden Flute Cover),2025-03-20,231.0,6070,6.0,,,0,0,25,9,4,489,9.7776,0:01:11,2025,3,20,Thursday,0,0.0,0,Low
kNFTfCZYZ-g,PUHON BY BEN&BEN: SUGARCANE FB LIVE EVENT FOR THE COVID-19 EFFORTS (REPLAY),2020-04-01,2700.0,6008,3.63,,,1,0,13,0,0,252,7.4452,0:01:46,2020,4,1,Wednesday,0,0.0,0,Low
gPToJDG9nF8,MarNella For I Love You Since 1892 #MarNella #AbsCbn #KapamilyaChannel #KapamilyaOnlineLive,2024-09-12,46.0,5984,2.57,,,0,0,33,0,0,310,2.6024,0:00:34,2024,9,12,Thursday,0,0.0,0,Low
i5zCOe9TxZ4,MarNella For I Love You Since 1892 #MarNella #AbsCbn #Kapamilya #KapamilyaChannel #Trending,2024-09-12,30.0,5892,2.58,,,0,0,29,0,0,367,2.1994,0:00:25,2024,9,12,Thursday,0,0.0,0,Low
yk3_cnXl1Wg,My Pretty Ate 👧🏻🥹 #babiesofyoutube #myonlybabygirl,2023-06-11,18.0,5766,0.55,,,0,0,50,0,0,3121,13.7431,0:00:15,2023,6,11,Sunday,0,0.0,0,Low
8yHMfJdvIVk,Leonora - Sugarcane.. Goyo and Remedios love story,2024-01-29,236.0,5714,12.88,,,0,0,11,9,0,1101,43.067,0:02:20,2024,1,29,Monday,0,0.0,0,Low
D6GLr8oFgPY,LEONORA song by SUGARCANE,2023-12-30,229.0,5708,3.82,,,0,0,5,0,0,563,27.7289,0:02:57,2023,12,30,Saturday,0,0.0,0,Low
7UtOdceY7lg,"SUGARCANE, JC Herrero - Paruparo | MV Teaser",2022-07-11,16.0,5654,7.15,,,2,1,80,12,18,579,2.4277,0:00:15,2022,7,11,Monday,0,0.0,0,Low
SAXoYYi2VN0,LEONORA/SUGARCANE...#lyricvideo #lyrics,2023-07-26,235.0,5595,9.51,,,0,0,4,7,1,759,24.659,0:01:56,2023,7,26,Wednesday,0,0.0,0,Low
lVa9La_j5FI,vday salubong 🌹 happy valentines month,2025-03-03,36.0,5535,12.03,,,0,0,116,2,6,1833,13.5544,0:00:32,2025,3,3,Monday,0,0.0,0,Low
iIFSQ5nG1fk,DjBenjie_Leonora_Swete_mix[PMM],2023-08-17,229.0,5329,11.37,,,0,0,11,8,1,801,7.1364,0:00:32,2023,8,17,Thursday,0,0.0,0,Low
kBFtBxkhr8s,Leonora by Sugarcane (Banduria Cover by Ma'am Danna),2023-11-12,231.0,5193,8.47,,,0,0,16,1,3,555,14.2066,0:01:32,2023,11,12,Sunday,0,0.0,0,Low
06vdCw7i458,Unleashing the purr-fect squad flex! #shorts,2023-12-04,23.0,5125,0.88,,,0,0,36,7,35,308,1.7741,0:00:21,2023,12,4,Monday,0,0.0,0,Low
vnqXkIdmRH0,Leonora Lyrics Sugarcane,2023-08-25,230.0,5029,7.32,,,0,0,5,7,0,757,31.0286,0:02:27,2023,8,25,Friday,0,0.0,0,Low
AIswb6DWHhw,House of Jose Rizal #philippines #followme #travel #philippines #dapitancity,2024-07-21,19.0,4939,1.15,,,0,0,18,2,1,730,3.8668,0:00:20,2024,7,21,Sunday,0,0.0,0,Low
6d3MYaltnAM,LEONORA #youtubeshorts  #youtube #subscribe #leonora #sugarcane,2023-10-24,11.0,4669,1.2,,,0,0,6,0,1,263,0.6974,0:00:11,2023,10,24,Tuesday,0,0.0,0,Low
YTb_A7iiARQ,LEONORA (SHORT LYRICS) - SONG BY SUGARCANE,2023-10-24,61.0,4639,1.08,,,0,0,3,0,0,241,1.371,0:00:22,2023,10,24,Tuesday,0,0.0,0,Low
Rz2B2YkE-DE,#shorts #songcover #fyp #leonora,2023-06-27,61.0,4626,0.91,,,0,0,5,0,0,195,0.7455,0:00:17,2023,6,27,Tuesday,0,0.0,0,Low
8JOAHzdi6FE,Leonora - Sugarcane #shorts,2023-06-09,32.0,4387,1.21,,,0,0,5,1,0,367,1.6014,0:00:18,2023,6,9,Friday,0,0.0,0,Low
TZ_SpZcpD5w,MARNELLA - I Love You Since 1892 Live Adaptation / Serye #MarloMortel #JanellaSalvador #MarNella,2025-06-29,29.0,4364,2.82,,,0,0,15,0,1,574,1.822,0:00:21,2025,6,29,Sunday,0,0.0,0,Low
5nKwtUvNJQ4,#lascasas #nature,2024-05-02,10.0,4347,0.67,,,0,0,3,0,0,221,0.3943,0:00:09,2024,5,2,Thursday,0,0.0,0,Low
Om6JXGQNGAw,DJ LEYNARD Leonora sweet,2023-08-19,214.0,4329,12.2,,,0,0,13,9,0,683,6.6189,0:00:34,2023,8,19,Saturday,0,0.0,0,Low
EwfBEX9HkX0,Maria Clara,2024-05-23,274.0,4226,7.93,,,0,0,24,10,0,2942,166.9841,0:03:24,2024,5,23,Thursday,0,0.0,0,Low
kE76LnrfDm4,"Paalam, Leonora| 2 #capcut #music #lyrics #azraeltems #shorts @CapCutofficial @CapCutPhilippines",2024-08-26,33.0,4209,0.69,,,0,0,2,0,1,83,0.5269,0:00:26,2024,8,26,Monday,0,0.0,0,Low
K7NC0nyLZ5I,LEONORA by Sugarcane (Lyrics),2024-01-07,231.0,4150,9.3,,,0,0,9,4,1,862,39.6464,0:02:45,2024,1,7,Sunday,0,0.0,0,Low
SjhEjKUflOI,BUHAY NG MAGISA! 😢 #viralvideo #viralshort #virelvideo,2025-02-18,5.0,4082,2.94,,,0,0,794,2,20,8146,28.2382,0:00:12,2025,2,18,Tuesday,0,0.0,0,Low
-a0y3Js-fFo,si rizal #music,2025-05-21,16.0,4065,0.17,,,0,0,1,0,0,88,0.1075,0:00:11,2025,5,21,Wednesday,0,0.0,0,Low
1vtC8LkfAWU,Florante At Laura💕,2025-03-30,19.0,4062,1.21,,,0,0,4,0,0,167,0.3487,0:00:11,2025,3,30,Sunday,0,0.0,0,Low
gUv5IJOWUvk,sugarcane - paruparo (slowed & reverb),2023-09-10,330.0,4053,11.37,,,0,0,3,10,1,799,42.1561,0:03:09,2023,9,10,Sunday,0,0.0,0,Low
PKiflBKx0Pc,Sugarcane - Leonora #tophits #opm #sugarcane #leonora,2023-11-08,59.0,4041,0.59,,,0,0,9,1,0,163,0.7861,0:00:22,2023,11,8,Wednesday,0,0.0,0,Low
yCfjCscMh60,"PARU - PARO , SUGARCANE ft. Jc Herrero ( kay gandang pagmasdang paru paro )",2022-07-13,347.0,4038,7.26,,,0,0,6,5,6,516,9.5155,0:01:06,2022,7,13,Wednesday,0,0.0,0,Low
tfTLLzcmC-E,ito po ang manga damit ni jose rizal noon #video #viral #trending #shorts #short #viralvideo #love,2024-07-26,12.0,4019,1.77,,,0,0,9,2,0,414,1.1228,0:00:10,2024,7,26,Friday,0,0.0,0,Low
QSdwUD4-cC4,Leonora - Sugarcane                          #reels #shorts #sugarcane,2023-12-18,54.0,3923,2.27,,,0,0,13,0,0,394,3.0735,0:00:28,2023,12,18,Monday,0,0.0,0,Low
D4WRmTJ-qE4,"[Pinoy Harmonica Player] ""Leonora"" by Sugarcane",2024-06-12,234.0,3893,10.84,,,0,0,33,3,12,724,13.6514,0:01:07,2024,6,12,Wednesday,0,0.0,0,Low
5ApB6Fa3YQU,Tanging Ikaw (Harana Version),2025-07-03,181.0,3884,3.81,,,0,0,120,21,4,10393,355.1239,0:02:03,2025,7,3,Thursday,0,0.0,0,Low
4S4RDGHaUGs,Leonora by Sugarcane #FranSeth | #FRANSETHCloudies #Francinediaz | #Sethfedelin,2024-01-24,17.0,3791,0.92,,,0,0,15,0,1,364,1.3626,0:00:14,2024,1,24,Wednesday,0,0.0,0,Low
m3WIb1l_cJA,National teams are not league clubs. I'm not a football fan. This is just the actual protocol.,2024-11-11,3.0,3762,2.07,,,0,0,44,1,5,623,1.0584,0:00:08,2024,11,11,Monday,0,0.0,0,Low
Y0BX1E8-MC4,ANG AKING MARIA CLARA #BUWANNGWIKA🇵🇭♥️💙💛,2024-09-12,19.0,3721,3.57,,,0,0,12,1,2,1065,2.6165,0:00:10,2024,9,12,Thursday,0,0.0,0,Low
7Jw1_PLgrkk,#jodistamaria #edit #loveteam #richardyap #becarefulwithmyheart,2024-03-03,20.0,3703,0.59,,,0,0,36,0,1,1198,5.1416,0:00:15,2024,3,3,Sunday,0,0.0,0,Low
TjhKMECP95E,kung maging akin ka ー sugarcane ( sped up ),2022-07-21,194.0,3630,11.57,,,0,0,10,20,2,674,28.8179,0:02:33,2022,7,21,Thursday,0,0.0,0,Low
5cReInORSIQ,"It was so nice meeting you all! Stream ""Leonora"" by SUGARCANE 🌹 #wish1075 #opm #supportlocal",2023-06-21,61.0,3616,2.3,,,0,0,5,0,0,187,1.5922,0:00:36,2023,6,21,Wednesday,0,0.0,0,Low
ctJaDJZ8jy0,"Just in: Kathryn Bernardo also unfollowed Gillian Vicencio, Julia Barretto, and Liza Soberano",2024-01-11,17.0,3582,2.79,,,0,0,12,0,0,853,3.6777,0:00:15,2024,1,11,Thursday,0,0.0,0,Low
S7cGi7x4e2g,one direction narry dancing #onedirection #1d #harry #niall #narry #shorts,2023-07-08,19.0,3460,3.47,,,0,0,60,0,1,906,2.8114,0:00:11,2023,7,8,Saturday,0,0.0,0,Low
xDIAd3A9-Vw,Leonora|Sugar Cane|(Bass Cover),2023-06-12,231.0,3410,11.85,,,0,0,5,5,1,539,7.4018,0:00:49,2023,6,12,Monday,0,0.0,0,Low
DH0lRae4xS8,STAY STRONG MOMMY SABBBY #yabby #fyp #onlycontent#yabby,2023-07-29,22.0,3388,3.9,,,0,0,44,0,2,608,1.7302,0:00:10,2023,7,29,Saturday,0,0.0,0,Low
Gtu0p1RY8gk,Leonora by Sugarcane (slowed+reverb) #music #musicvibes #philippines,2024-06-05,36.0,3338,3.62,,,0,0,21,2,0,755,7.6446,0:00:47,2024,6,5,Wednesday,0,0.0,0,Low
1erZWwtUezY,ANDREA BRILLANTES gorgeously pretty!💖#andreabrillantes #andrea #blythe #viral #trending #fyp,2025-05-12,7.0,3303,3.84,,,0,0,37,0,0,4679,6.6711,0:00:13,2025,5,12,Monday,0,0.0,0,Low
8PB2t5rgu-g,"Bituin ni Justin Gutang sa KBL, Muntik na maabot ng mga Pinoy background actors in Korea! 😆 #Shorts",2023-04-23,16.0,3273,6.84,,,0,0,20,1,1,1696,5.2758,0:00:11,2023,4,23,Sunday,0,0.0,0,Low
IaDPlZ0OrNQ,Leonora//Sugarcane,2024-01-04,21.0,3232,1.08,,,0,0,7,3,0,320,2.1344,0:00:34,2024,1,4,Thursday,0,0.0,0,Low
un7caGj-l0k,AH ok sya pala #shorts #fyang #batangas #triciaslipa,2024-10-18,34.0,3189,0.69,,,0,0,3,1,0,548,2.8274,0:00:18,2024,10,18,Friday,0,0.0,0,Low
S_L9PIxNeKk,Wild Rift - Leona de Leonora #lol #wildrift #lolmobile #viralvideo #gaming,2023-09-26,17.0,3175,0.47,,,0,0,2,0,0,250,1.2673,0:00:18,2023,9,26,Tuesday,0,0.0,0,Low
MgdT-ksf8_c,Sundress + cardigan ✨💜 #ootd #outfitideas #sundress,2025-02-04,16.0,3169,1.58,,,0,0,34,0,1,819,2.6412,0:00:11,2025,2,4,Tuesday,0,0.0,0,Low
237Cz97EKhQ,leonora...~,2023-06-30,61.0,3081,1.79,,,0,0,2,0,0,185,1.3029,0:00:25,2023,6,30,Friday,0,0.0,0,Low
aE3OohHriYM,leonora // ruinene // pjsk // #projectsekai #projectsekaicolorfulstage #fypシ゚viral #comment,2024-07-26,41.0,3076,1.79,,,0,0,18,0,1,156,0.5551,0:00:13,2024,7,26,Friday,0,0.0,0,Low
m9qzgJqoQOE,MIKHAIAH BLOOPERS #mikhaiah #binimikha #biniaiah #bini,2024-06-10,61.0,3039,3.72,,,0,0,591,4,4,6145,49.036,0:00:29,2024,6,10,Monday,0,0.0,0,Low
gnrJdmfZaT4,Guili - Leonora by Sugarcane || Zhongli and Guizhong Edit,2024-02-19,30.0,3030,1.78,,,0,0,9,1,1,162,0.6501,0:00:17,2024,2,19,Monday,0,0.0,0,Low
Z40WQbxLhvY,DJ🤎TangingIkaw #danjoy @kalingapdan5934 @joyaquino111 #djwalangiwanan #onekalingaponefamily,2025-04-16,60.0,2954,11.58,,,0,0,293,3,4,1301,8.9021,0:00:34,2025,4,16,Wednesday,0,0.0,0,Low
U3Pg8625zVA,upgraded my blue butterfly,2023-06-18,61.0,2869,2.61,,,0,0,11,4,0,129,0.674,0:00:21,2023,6,18,Sunday,0,0.0,0,Low
m3tSqpILDFE,Vertex form of Quadratic Equation! #math #maths #mathematics #shorts,2023-05-21,36.0,2817,0.75,,,0,0,12,1,0,134,1.5541,0:00:42,2023,5,21,Sunday,0,0.0,0,Low
HiDR2UAgk7I,MARNELLA I LOVE YOU SiNCE 1892 #MarNella #MarloMortel #JanellaSalvador #ILoveYouSince1892 #Trending,2025-07-08,13.0,2767,0.94,,,0,0,4,1,0,128,0.1944,0:00:10,2025,7,8,Tuesday,0,0.0,0,Low
1fZKMm3D_LA,Educational Field Trip at Rizal Shrine #sugarcane,2024-02-24,57.0,2718,0.15,,,0,0,3,0,0,127,0.4484,0:00:20,2024,2,24,Saturday,0,0.0,0,Low
dH4bsEy4y5w,Leonora - Sugarcane #shorts,2023-06-19,33.0,2718,3.94,,,0,0,6,3,0,172,1.4374,0:00:31,2023,6,19,Monday,0,0.0,0,Low
TjUT9uL0Ixo,#henryviii #catherineofaragon #thetudors #edit #leonora #sugarcane #tudors #tudoredit #capcut,2025-01-05,61.0,2713,3.5,,,0,0,176,2,4,4190,40.8056,0:00:36,2025,1,5,Sunday,0,0.0,0,Low
J1kGDlEPFOs,"2nd Verse ""Sinehan || SUGARCANE x Angelica Gantang""",2023-12-19,31.0,2653,0.64,,,0,0,3,0,0,74,0.3041,0:00:16,2023,12,19,Tuesday,0,0.0,0,Low
fU64-6_oceU,leonora - sugarcane #new #trending #capcut #template #foryou #lyrics,2024-02-04,32.0,2648,0.49,,,0,0,2,0,0,106,1.2556,0:00:58,2024,2,4,Sunday,0,0.0,0,Low
3JIHGQoFCqo,Marlo Mortel and Janella Salvador / Juanito Alfonso & Carmela Isabella #MarNella #ILYS1892 #Shorts,2025-07-08,16.0,2611,1.49,,,0,0,4,1,0,125,0.2364,0:00:11,2025,7,8,Tuesday,0,0.0,0,Low
Ywp8M0qOC0g,Leonora - Sugarcane #shorts,2023-06-01,32.0,2528,2.81,,,0,0,4,7,0,144,3.3714,0:01:24,2023,6,1,Thursday,0,0.0,0,Low
Rn2Pqrddxi8,Leonora//Sugarcane,2023-06-02,32.0,2488,0.92,,,0,0,4,6,0,126,0.5039,0:00:14,2023,6,2,Friday,0,0.0,0,Low
3ewpNYAbNJk,"""Leonora"" Song by Sugarcane #songlyrics #sugarcane",2024-03-24,24.0,2463,0.97,,,0,0,0,1,0,128,0.5687,0:00:22,2024,3,24,Sunday,0,0.0,0,Low
CwbT8JPKYcY,Ginoong Juanito Alfonso - Marlo Mortel - I Love You Since 1892 #MarNella #MarloMortel #AbsCbn,2024-04-15,22.0,2453,2.24,,,0,0,7,0,1,139,0.594,0:00:18,2024,4,15,Monday,0,0.0,0,Low
TA5BtLAWrcU,I Love You Since 1892 feels - MarNella #MarloMortel #JanellaSalvador #MarNella #Shorts #Kapamilya,2024-11-14,29.0,2410,2.78,,,0,0,22,0,0,231,0.8628,0:00:16,2024,11,14,Thursday,0,0.0,0,Low
YV7YpPDa7oE,leonora ~ sugarcane #sugarcane #leonora #shorts,2024-07-09,60.0,2239,1.07,,,0,0,4,0,0,121,0.7623,0:00:28,2024,7,9,Tuesday,0,0.0,0,Low
zjIWgqkY3n0,Leonora - SUGARCANE (Mark&Music X Sab Cover),2023-07-02,229.0,2234,9.49,,,0,0,14,21,2,884,10.2745,0:00:41,2023,7,2,Sunday,0,0.0,0,Low
Wf4jqO8yaxM,"Congratulations in advance, Rainah Jenn #raincelmar #rainah #rain",2025-04-16,21.0,2231,5.78,,,0,0,90,0,1,1517,3.0779,0:00:14,2025,4,16,Wednesday,0,0.0,0,Low
zjv4TJ1z2aA,nasan na? | leonora by sugarcane #preset #edit #lyrics #leonora,2023-08-24,20.0,2182,2.61,,,0,0,8,1,1,444,1.4704,0:00:13,2023,8,24,Thursday,0,0.0,0,Low
0HtfHD3pwdY,baka matunaw SI ate Yana nyan kuya miles 😀😭,2025-04-05,12.0,2122,1.04,,,0,0,40,0,0,1540,3.8002,0:00:17,2025,4,5,Saturday,0,0.0,0,Low
v78h6W_gDqI,Shorekeeper & Rover edit || Leonara || Wuthering Waves,2025-03-21,39.0,2118,0.94,,,0,0,36,1,1,619,2.5667,0:00:16,2025,3,21,Friday,0,0.0,0,Low
vsJ-TlRbYAM,Gunita (Live) | from UP Fair: Cosmic Clash 2021 (Stand with Farmers),2021-02-12,329.0,2072,2.22,,,1,0,32,5,7,81,4.5498,0:03:22,2021,2,12,Friday,0,0.0,0,Low
79FDlAPdgvM,"tasty sugarcane juice #sarjapuraroad , #wipro wipro",2023-09-23,16.0,2025,0.25,,,0,0,1,0,0,118,0.2996,0:00:09,2023,9,23,Saturday,0,0.0,0,Low
u9z3_FgAuU8,NOLI ME TANGHERE (TRAILER),2024-05-08,61.0,2017,0.64,,,0,0,1,0,0,159,0.3338,0:00:11,2024,5,8,Wednesday,0,0.0,0,Low
awLbbQxed4Q,“ POV: YOU’RE A PRINCESS “ #edit #foryou #views #trending #trendingshorts #lyrics #viral #follow ###,2024-01-03,37.0,2006,0.65,,,0,0,150,8,5,2637,15.5264,0:00:21,2024,1,3,Wednesday,0,0.0,0,Low
DQ4nulhnUh4,"Bridge ""Sinehan || SUGARCANE x Angelica Gantang""",2023-12-19,38.0,1998,0.8,,,0,0,2,1,0,53,0.261,0:00:19,2023,12,19,Tuesday,0,0.0,0,Low
VyDVHDFU8U8,Sweet Avocado 🥑 kasi may Gatas na! 🤣,2023-09-07,53.0,1993,1.61,,,0,0,5,2,0,164,0.7866,0:00:19,2023,9,7,Thursday,0,0.0,0,Low
6DWe03cBwEM,NAKARANAS NADIN BA KAYONG SUMAMA DITO? #MAHALNAARAW #VIRALSHORT,2025-04-18,13.0,1985,2.72,,,0,0,57,0,1,682,2.0718,0:00:20,2025,4,18,Friday,0,0.0,0,Low
xaj_rrsLwnk,Good morning fredo#cute #cats #catlovers #leonora,2023-10-06,16.0,1983,0.61,,,0,0,1,0,0,35,0.0714,0:00:07,2023,10,6,Friday,0,0.0,0,Low
Qs5APTrbef4,Filay ✨️ | Leonora - Sugarcane,2024-04-27,61.0,1941,3.14,,,0,0,16,1,3,622,4.0461,0:00:24,2024,4,27,Saturday,0,0.0,0,Low
8u2oyQe-J8I,Janella Salvador is Binibining Carmela Isabella #JanellaSalvador #CarmelaIsabella #ILYS1892,2025-06-09,16.0,1920,4.53,,,0,0,43,0,0,2366,5.3983,0:00:16,2025,6,9,Monday,0,0.0,0,Low
3cQYRWQ5Zw0,deep. #conversation #friendship #youtubeshorts #ytshorts #gunita #sugarcane #fyp,2024-05-24,36.0,1904,0.42,,,0,0,10,0,0,443,2.0156,0:00:16,2024,5,24,Friday,0,0.0,0,Low
Fu1KY0d_ih8,watching too much basketball shorts #skillstraining #r2ball #ryanrazooky #nba #mpbl #espn #shorts,2022-08-18,15.0,1874,0.32,,,0,0,22,1,0,1306,5.5203,0:00:15,2022,8,18,Thursday,0,0.0,0,Low
TvulSzUhNEk,José rizal and Leonor revera × leonora by sugarcane #gacha #lunimememes #history,2025-04-19,33.0,1810,3.2,,,0,0,34,0,1,1536,13.114,0:01:32,2025,4,19,Saturday,0,0.0,0,Low
xA4Bqf3-HJ4,ABSCBN MarNella For I Love You Since 1892 #MarNella #MarloMortel #JanellaSalvador #iloveyousince1892,2024-09-12,61.0,1799,3.5,,,0,0,28,0,0,718,4.2361,0:00:21,2024,9,12,Thursday,0,0.0,0,Low
Mu-S_pp6o_4,Leonora by: Sugarcane (Instrumental),2023-10-06,235.0,1798,22.3,,,0,0,5,98,1,748,8.836,0:00:42,2023,10,6,Friday,0,0.0,0,Low
NJ2SSIg1pkc,LEONORA - SUGARCANE (LYRICS) #lyrics #shorts,2025-02-12,61.0,1785,1.23,,,0,0,1,0,0,107,0.4921,0:00:27,2025,2,12,Wednesday,0,0.0,0,Low
JD6kp_Z4ZuE,DJ🤎 #danjoy TangingIkaw   @kalingapdan5934 @joyaquino111 #djwalangiwanan #djinspire,2025-05-09,40.0,1752,7.99,,,0,0,145,3,4,1234,5.5656,0:00:29,2025,5,9,Friday,0,0.0,0,Low
CriyvzVAbHc,"Last Chorus to Outro ""Sinehan || SUGARCANE x Angelica Gantang""",2023-12-19,27.0,1746,0.4,,,0,0,4,0,0,105,0.5118,0:00:19,2023,12,19,Tuesday,0,0.0,0,Low
FnddGFWgpbo,I Love You Since 1892 #MarNella #MarloMortel #JanellaSalvador #ILoveYouSince1892 #kapamilyachannel,2024-04-02,14.0,1737,1.67,,,0,0,2,0,0,90,0.2916,0:00:14,2024,4,2,Tuesday,0,0.0,0,Low
IxyyMEhTKWw,pinagtagpo ngunit hindi tinidhana,2023-09-09,35.0,1733,0.63,,,0,0,2,0,0,160,0.5785,0:00:13,2023,9,9,Saturday,0,0.0,0,Low
3uG1SITPHv4,ANG CUTE NAMAN NG BABY NA ITO AT LAGI PA NAKA UPO SA BAHAY NIYA CUTE NAMAN!!! #comedy,2024-06-24,22.0,1699,0.71,,,0,0,6,0,0,36,0.0787,0:00:08,2024,6,24,Monday,0,0.0,0,Low
oGGzv3Zlaa0,"Pre to Chorus ""Sinehan || SUGARCANE x Angelica Gantang""",2023-12-19,45.0,1685,0.77,,,0,0,3,2,0,54,0.3938,0:00:28,2023,12,19,Tuesday,0,0.0,0,Low
xZSTk21Hz4g,"POV: Merong mga lalaki na manghaharana sayo, Leonora by @thesugarcaneph #brpjoserizal",2024-08-31,49.0,1653,0.91,,,0,0,3,0,1,109,0.4439,0:00:15,2024,8,31,Saturday,0,0.0,0,Low
ga6PGcB_NO8,David Licauco,2025-04-20,25.0,1650,16.06,,,0,0,84,0,1,947,5.8274,0:00:39,2025,4,20,Sunday,0,0.0,0,Low
xyA-2tXfZNk,Naglandang sad mo?🍌🥥 #binignit #landang #filipinofood #cooking #cooking  #2024  #holyweek,2024-03-29,40.0,1641,1.65,,,0,0,12,0,0,541,2.0229,0:00:13,2024,3,29,Friday,0,0.0,0,Low
IEfTSoCRxM8,leonora-sugarcane/fiona dani'e cover,2024-08-13,59.0,1638,0.37,,,0,0,2,0,1,160,0.6052,0:00:20,2024,8,13,Tuesday,0,0.0,0,Low
-LY6fpUs2w0,quadro is backkk,2025-06-08,11.0,1616,2.78,,,0,0,49,0,0,1291,2.0644,0:00:10,2025,6,8,Sunday,0,0.0,0,Low
hyXBxQpEvoI,Attack ! always attack!,2024-03-17,60.0,1614,0.56,,,0,0,2,0,0,43,0.2926,0:00:24,2024,3,17,Sunday,0,0.0,0,Low
VmVLMzP9fxA,"mamahalin parin kita, sigaw ng puso ko",2023-04-29,36.0,1610,0.31,,,0,0,1,0,0,94,0.3088,0:00:11,2023,4,29,Saturday,0,0.0,0,Low
oa5ZANP4Vi4,TANGGOL & BUBBLES X LEONORA #tanggol #batangquiapo,2024-11-15,23.0,1548,1.23,,,0,0,25,0,0,611,1.3688,0:00:08,2024,11,15,Friday,0,0.0,0,Low
ClexWZ7pz8Q,Explore the ocean with me! 15 #bikini #coral #freediving #island #ocean #sea #shark,2025-06-26,30.0,1456,0.0,,,0,0,0,0,0,18,0.0182,0:00:09,2025,6,26,Thursday,0,0.0,0,Low
IXOhL0SinF8,this quick escape leaves a remarkable moment.,2025-06-09,18.0,1440,1.04,,,0,0,16,1,0,1375,2.3251,0:00:11,2025,6,9,Monday,0,0.0,0,Low
T4G40FlEJCQ,"Paalam, Leonora #capcut #music #lyrics #azraeltems #shorts  @CapCutofficial @CapCutPhilippines",2024-08-26,33.0,1431,0.91,,,0,0,1,0,1,37,0.1331,0:00:17,2024,8,26,Monday,0,0.0,0,Low
